model_id,topic_id,cv_score,size,top_words,word_weights
minilm_model,-1,,40494,"the, that, hon, to, we, and, he, is, for, this","0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0011, 0.0011, 0.0011, 0.0011, 0.0011"
minilm_model,0,0.7692158013058026,1306,"scottish, scotland, snp, devolution, parliament, independence, powers, devolved, grab, consent","0.0123, 0.0103, 0.0071, 0.0056, 0.0051, 0.0037, 0.0036, 0.0033, 0.0029, 0.0029"
minilm_model,1,0.7777689309868909,892,"universal, credit, roll, claimants, arrears, work, benefits, payments, uc, system","0.0257, 0.0244, 0.0083, 0.0062, 0.0042, 0.0040, 0.0039, 0.0038, 0.0038, 0.0038"
minilm_model,2,0.9035349904304333,677,"fishing, fisheries, fishermen, fish, waters, coastal, common, cfp, industry, quota","0.0244, 0.0205, 0.0143, 0.0133, 0.0108, 0.0080, 0.0060, 0.0057, 0.0056, 0.0052"
minilm_model,3,0.7399851851622806,676,"police, policing, officers, crime, settlement, funding, cuts, precept, commissioner, midlands","0.0241, 0.0123, 0.0110, 0.0103, 0.0059, 0.0054, 0.0048, 0.0047, 0.0047, 0.0046"
minilm_model,4,0.7434258265093275,619,"women, gender, equality, gap, men, female, pay, suffrage, equalities, woman","0.0219, 0.0141, 0.0094, 0.0082, 0.0070, 0.0061, 0.0056, 0.0038, 0.0037, 0.0034"
minilm_model,5,0.8407229911336586,612,"russian, russia, putin, ukraine, salisbury, russians, nerve, attack, crimea, actions","0.0203, 0.0200, 0.0069, 0.0067, 0.0053, 0.0050, 0.0041, 0.0040, 0.0039, 0.0033"
minilm_model,6,0.7494159910532973,607,"legal, justice, aid, court, courts, judges, magistrates, bar, barristers, criminal","0.0130, 0.0114, 0.0110, 0.0097, 0.0086, 0.0057, 0.0048, 0.0048, 0.0045, 0.0041"
minilm_model,7,0.7707597908330113,594,"homes, housing, planning, affordable, build, houses, land, empty, built, neighbourhood","0.0156, 0.0140, 0.0099, 0.0086, 0.0061, 0.0057, 0.0057, 0.0053, 0.0053, 0.0051"
minilm_model,8,0.5916839114075748,507,"prime, she, deal, vote, her, minister, brexit, no, majority, voted","0.0142, 0.0100, 0.0097, 0.0080, 0.0073, 0.0059, 0.0053, 0.0036, 0.0035, 0.0031"
minilm_model,9,0.6385028608183635,507,"ireland, northern, assembly, executive, sinn, fa, stormont, decisions, devolved, civil","0.0159, 0.0158, 0.0084, 0.0067, 0.0067, 0.0064, 0.0054, 0.0052, 0.0044, 0.0043"
minilm_model,10,0.33198523719375383,482,"hope, must, need, we, clarity, should, important, guarantee, yes, however","0.0104, 0.0067, 0.0066, 0.0066, 0.0044, 0.0041, 0.0040, 0.0037, 0.0036, 0.0035"
minilm_model,11,0.8926368874545183,481,"cancer, breast, screening, cancers, treatment, diagnosis, survival, blood, patients, radiotherapy","0.0374, 0.0115, 0.0096, 0.0081, 0.0080, 0.0073, 0.0066, 0.0065, 0.0060, 0.0056"
minilm_model,12,0.8808157328066997,461,"syria, chemical, weapons, syrian, assad, regime, humanitarian, daesh, civilians, iraq","0.0210, 0.0189, 0.0163, 0.0134, 0.0095, 0.0085, 0.0079, 0.0071, 0.0058, 0.0052"
minilm_model,13,0.3624586576584722,461,"gentleman, lady, give, happy, write, hon, way, answer, refer, intervention","0.0221, 0.0135, 0.0112, 0.0098, 0.0096, 0.0082, 0.0079, 0.0072, 0.0068, 0.0058"
minilm_model,14,0.7242858339938534,451,"backstop, agreement, ireland, withdrawal, northern, arrangement, temporary, border, relationship, attorney","0.0381, 0.0065, 0.0064, 0.0060, 0.0055, 0.0053, 0.0050, 0.0047, 0.0047, 0.0041"
minilm_model,15,0.717913048309997,419,"border, ireland, irish, northern, republic, customs, hard, checks, between, sea","0.0266, 0.0167, 0.0134, 0.0106, 0.0086, 0.0082, 0.0071, 0.0051, 0.0050, 0.0046"
minilm_model,16,0.45332098325143433,408,"minister, ministers, thank, give, him, he, grateful, way, response, respond","0.0116, 0.0045, 0.0042, 0.0035, 0.0033, 0.0030, 0.0028, 0.0026, 0.0025, 0.0024"
minilm_model,17,0.7882181270115801,408,"refugees, asylum, refugee, seekers, family, reunion, resettlement, children, reunited, accommodation","0.0208, 0.0144, 0.0143, 0.0069, 0.0069, 0.0064, 0.0043, 0.0043, 0.0040, 0.0037"
minilm_model,18,0.7761993778308276,397,"pension, pensions, pensioners, enrolment, retirement, auto, schemes, women, age, regulator","0.0270, 0.0193, 0.0065, 0.0063, 0.0062, 0.0061, 0.0057, 0.0049, 0.0046, 0.0045"
minilm_model,19,0.6925613979085472,396,"mental, health, young, services, adolescent, children, problems, crisis, schools, camhs","0.0376, 0.0211, 0.0058, 0.0050, 0.0044, 0.0043, 0.0037, 0.0037, 0.0037, 0.0037"
